paper_id,raw_conclusion
138692,"The Italian COVID-19 epidemic may finally be slowing, although the virus has spread from the North in Lombardy throughout the rest of the country. While there have been more than 233,000 confirmed cases, and a mortality rate estimated around 14%, Italy will now navigate an exit from lockdown with continued testing, monitoring, and contact tracing of any new infections. This article is protected by copyright. "
138697,We investigate the effects of social distancing in controlling the impact of the COVID-19 epidemic using a simple susceptible-infected-removed epidemic model. We show that an alternative or complementary approach based on targeted isolation of the vulnerable sub-population may provide a more efficient and robust strategy at a lower economic and social cost within a shorter timeframe resulting in a collectively immune population.
139170,"This is the first study to highlight the impact of lockdown on infection and death rates over a period of 4 weeks. There was an exponential decrease in both infections as well as death with lockdown. The declaration of lockdown early on in the pandemic proved to be a more effective measure. However, Sweden and South Korea performed equally well despite not implementing stringent lockdowns. Public health response in these two countries needs to be studied in detail to understand these observations. "
139369,"In March/April 2020 the Italian government drastically reduced vehicle traffic and interrupted all non-essential industrial activities over the entire national territory. Italy thus became the first country in the world, with the exception of Hubei, to enact lockdown measures as a consequence of the COVID-19 outbreak and the need to contain it. Italy is also a seismically active area, and as such is monitored by a dense permanent network of seismic stations. We analyse continuous seismic data from many stations in northern and central Italy, and quantify the impact of the lockdown on seismic ambient noise, as a function of time and location. We find that the lockdown reduces ambient noise significantly in the 1–10 Hz frequency range; because natural sources of seismic noise are not affected by the lockdown, the seismic signature of anthropic noise can be characterised with unprecedented clarity, by simply comparing the signal recorded before and after the lockdown. Our results correlate well with independent evaluations of the impact of the lockdown (e.g., cell phone displacements), and we submit that ambient-noise seismology is a useful tool to monitor containment measures such as the coronavirus lockdowns."
140101,"COVID-19's daily increasing cases and deaths have led to worldwide lockdown, quarantine and some restrictions. This study aims to analyze the effect of lockdown days on the spread of coronavirus in countries. COVID-19 cases and lockdown days data were collected for 49 countries that implemented the lockdown between certain dates (without interruption). The correlation tests were used for data analysis based on unconstrained (normal) and constrained (Tukey-lambda). The lockdown days was significantly correlated with COVID-19 pandemic based on unconstrained (r = −0.9126, F-ratio = 6.1654; t-ratio = 2.40; prob > .0203 with 49 observations) and based on Tukey-lambda (r = 0.7402, λ = 0.14). The lockdown, one of the social isolation restrictions, has been observed to prevent the COVID-19 pandemic, and showed that the spread of the virus can be significantly reduced by this preventive restriction in this study. This study offers initial evidence that the COVID-19 pandemic can be suppressed by a lockdown. The application of lockdown by governments is also thought to be effective on psychology, environment and economy besides having impact on Covid-19."
140488,"Abstract Background On March 11, 2020, the World Health Organization characterized the novel coronavirus (COVID-19) outbreak as a pandemic. The first cases in Italy were reported on January 30, 2020, and the outbreak quickly escalated. On March 19, 2020, deaths in Italy surpassed those in China. The Italian government implemented progressively restrictive measures leading to a nationwide lockdown on March 8, 2020. This study aimed to assess the impact of mitigation measures implemented in Italy on the spread of COVID-19. Methods Publicly available data were used to evaluate changes in the growth curve of the number of patients hospitalized in intensive care (IC) at three time intervals between February 19, 2020 and April 9, 2020, following the implementation of progressive measures: (1) containment and travel restrictions, (2) lockdown of the epicenter of the outbreak, (3) school closures and nationwide lockdown. The models that showed the highest reliability according to the Akaike Information Criterion and based on data from the three time intervals were projected to assess how the epidemic would have evolved if no other measure had been implemented. Results The most reliable models were (1) exponential, (2) quadratic and (3) cubic (R2 0.99, > 0.99 and > 0.99 respectively), indicating a progressive decrease in the growth of the curve. Conclusion This study suggests the measures were effective in flattening the epidemic curve and bought valuable time, allowing for the number of IC beds to be nearly doubled before the national health system reached maximum capacity."
140764,"The eruption of the novel coronavirus COVID-19 had left extensive and profound impacts worldwide. Although this disease appears to be well controlled in India till now, the recent dramatic increase in new cases and deaths outside of India, especially in Europe and the United States, indicates that the COVID-19 eruption may have tragic results globally The study of the COVID-19 outbreak pattern of China may help in controlling the disease in other countries. As per the pattern of China, it may be understood that the effect of this disease in India will be at peak during the third and fourth weeks of April 2020. It is essential to discuss that these predictions are made on the basis of a comprehensive study of China. The strategies to reduce/control COVID-19 cases include a national lockdown of 21 days, public transport control, specialized medical support for affected populations, and others. If these measures are strictly followed, then results may be different. Our estimate shows that the mortality rate in India is predicted to be around 2.39%. Globally, a 3.4% mortality rate is estimated by the WHO as of March 3, 2020. 9 This mortality rate may vary in different states of India. It is important to emphasize that the predicted mortality rate could be different from the actual mortality rate looking at the measures taken by the Government of India. This study has not taken into consideration several other socioeconomic factors that may affect the spreading of COVID-19. These factors may be education, economic  The COVID-19 pandemic may be controlled if sufficient measures are taken to control the disease. The prediction about the pattern of the outbreak in India may help policy-makers take a comprehensive and necessary action. The number of deaths may be controlled as compared to China because of the precautionary measures that have already been taken in the country. The further study of other factors like education, economic conditions, medical facilities, climatic conditions, religious beliefs, and so forth may strengthen the prediction and help in controlling the outbreak of COVID-19. Also, this study may further be extended for predicting the outbreak in other countries.  "
141548,• COVID-19 control measures taken by five Asian countries first hit by coronavirus; • China took extremely aggressive measures of lockdowns and closing business; • Singapore took proactive measures of border controls and extensive contact tracing; • Taiwan seized border control and strict home quarantine with the use of big data; • South Korea executed widespread testing and contact tracing; • Japan promoted measures of social distancing.
141830,"Abstract Amid the COVID-19 pandemic, a nationwide lockdown is imposed in India initially for three weeks from 24th March to 14th April 2020 and extended up to 3rd May 2020. Due to the forced restrictions, pollution level in cities across the country drastically slowed down just within few days which magnetize discussions regarding lockdown to be the effectual alternative measures to be implemented for controlling air pollution. The present article eventually worked on this direction to look upon the air quality scenario amidst the lockdown period scientifically with special reference to the megacity Delhi. With the aid of air quality data of seven pollutant parameters (PM10, PM2.5, SO2, NO2, CO, O3 and NH3) for 34 monitoring stations spread over the megacity we have employed National Air Quality Index (NAQI) to show the spatial pattern of air quality in pre and during-lockdown phases. The results demonstrated that during lockdown air quality is significantly improved. Among the selected pollutants, concentrations of PM10 and PM2.5 have witnessed maximum reduction (>50%) in compare to the pre-lockdown phase. In compare to the last year (i.e. 2019) during the said time period the reduction of PM10 and PM2.5 is as high as about 60% and 39% respectively. Among other pollutants, NO2 (−52.68%) and CO (−30.35%) level have also reduced during-lockdown phase. About 40% to 50% improvement in air quality is identified just after four days of commencing lockdown. About 54%, 49%, 43%, 37% and 31% reduction in NAQI have been observed in Central, Eastern, Southern, Western and Northern parts of the megacity. Overall, the study is thought to be a useful supplement to the regulatory bodies since it showed the pollution source control can attenuate the air quality. Temporary such source control in a suitable time interval may heal the environment."
143489,"Understanding the factors that shape variation in municipal public policy is a vibrant area of current research (Einstein and Kogan, 2016) . In this note, we described municipal COVID-19 responses and found that municipal population size and local COVID-19 case totals are strongly related to municipal policy aggressiveness. In general, however, Canadian municipalities have responded to the pandemic in remarkably consistent ways. We also found modest variation in policy responses by province and ideology. These differences reflect features of Canadian political geography that are not yet well understood, especially the role of regional clustering in local policy diffusion. We thus see an important role for COVID-19 research as part of a larger agenda on the determinants of Canadian municipal public policy. 4 Note that the city hall indicator has no credible interval around it because we set its value deterministically for the purposes of identification. For more on this, see the online Appendix. 5 Just with any scaling procedure, the latent variable has no inherent meaning. We treat it as policy aggressiveness because that interpretation is consistent with the results of the model. Again, as with any scaling model, unless we introduce other external measures, there is no way to definitively determine the true ""meaning"" of the latent variable. 6 NWT is not included in this plot because we did not receive any responses from Yellowknife, the only municipality in NWT above 9,000 population. 7 We used Monte Carlo integration to develop these estimates. For more on this approach, see the online Appendix. 8 See the online Appendix for detail on this follow-up research. 9 Ontario's estimated latent aggressiveness is reliably higher than Alberta, BC, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia and Quebec. In these cases, the posterior probability that Ontario's estimate is greater than the other province is greater than .95. 10 Given the highly skewed distribution of municipal population sizes, we use logged population size in the figure and analysis. 11 One review suggested that the results appeared to be nonlinear and/or driven by a few outliers. To our eyes, the seven high leverage points with log(pop) > 13.25 will be mostly offset by the six points below the line where 12.5 < log(pop) < 13.25. The posterior probability that the adjusted R 2 of a LOESS model is bigger than the adjusted R 2 for the linear model is 0.738 for all of the data, 0.984 for the data where log(pop) < 13.25 and 0.7 for the data where log(pop) < 12.5. The statistically reliable result for the subset where log(pop) < 13.25 goes away when we remove the offsetting over-predicted points 12.5 < log(pop) < 13.25. Thus, we argue that there is little evidence of true nonlinearity in this result. The linear model coefficient for the full data is 0.149 with posterior probability greater than zero of 0.995. The linear model coefficient for the log(pop) < 12.5 subset is 0.172 with posterior probability greater than zero of 0.991. This would suggest the linear finding is quite robust. 12 The relationships are statistically unreliable in both cases, b = { 0.029, 0.027} with 75.7 percent, 84.2 per cent of the posterior distribution of the coefficients above zero. 13 The relationship is statistically reliable: b = 0.03 with 1.0 per cent of the posterior distribution to the left of zero. 14 We controlled for province by residualizing the latent mean and conservative vote based on province. For more on this see the online Appendix. "
143529,"The results of the study bring out the following inferences: 1. Ultraviolet-C bin with internal reflective surfaces was tested for safety and efficacy. 4 log reduction in microorganisms tested were observed on UV-C exposure for three minutes, using one 15 W, 254 nm, UV-C lamp. 2. The device can be used for disinfection of used facemasks before disposal, thereby reducing the risk of waste collectors from being exposed to hazardous waste. Also the multipurpose disinfector can be used for disinfection of UV-C stable metallic objects. 3. The device could be replicated with local resources and minimum material movement. 4. The UV-C disinfection innovations during in India must be evaluated for safety and efficacy as per ICMR guidelines. SCTIMST, being a designated center for regulate and evaluate the UV-C-based COVID-19 solutions, accelerated the technology translation to commercialization. "
143726,"Abstract Two weeks after the world health organization described the novel coronavirus (SARS-CoV-2) outbreak as pandemic, the Indian government implemented lockdown of industrial activities and traffic flows across the entire nation between March 24 and May 31, 2020. In this paper, we estimated the improvements achieved in air quality during the lockdown period (March 24, 2020 and April 20, 2020) compared to the pre-lockdown (January 1, 2020 and March 23, 2020) by analyzing PM2.5, PM10, SO4, CO, NO2 and O3 data from nine different air quality monitoring stations distributed across four different zones of the industrialized Gujarat state of western Indian. The Central Pollution Control Board (CPCB)-Air Quality Index (AQI) illustrated better air qualities during the lockdown with higher improvements in the zones 2 (Ahmedabad and Gandhinagar) and 3 (Jamnagar and Rajkot), and moderate improvements in the zones 1 (Surat, Ankleshwar and Vadodra) and 4 (Bhuj and Palanpur). The concentrations of PM2.5, PM10, and NO2 were reduced by 38–78%, 32–80% and 30–84%, respectively. Functioning of the power plants possibly led to less reduction in CO (3–55%) and the declined emission of NO helped to improve O3 (16–48%) contents. We observed an overall improvement of 58% in AQI for the first four months of 2020 compared to the same interval of previous year. This positive outcome resulted from the lockdown restrictions might help to modify the existing environmental policies of the region."
143772,"To the extent that interventions based on contact tracing can be implemented, they can help mitigate the spread of COVID-19. Our results suggest that individual quarantine may contain an outbreak of COVID-19 with a short serial interval (4.8 days) only in settings with high intervention performance where at least three-quarters of infected contacts are individually quarantined. However, in settings where this performance is unrealistically high and the outbreak of COVID-19 continues to grow, so too will the burden of the number of contacts traced for active monitoring or quarantine. In such circumstances where resources are prioritized for scalable interventions such as social distancing, 16 we show active monitoring or individual quarantine of high-risk contacts can contribute synergistically with social distancing. There may be such synergy in the data released by the WHO mission to China in February 2020. 17 In Guangdong, WHO reports that the proportion of fever clinic testing positive for SARS-CoV-2 declined from 0.47% on 30 January to 0.02% on 16 February, during a period of intensive social distancing interventions. 17 If one assumes that these social distancing interventions reduced transmission of nearly all infections that could cause attendance at a fever clinic, one might expect a lower total number of attendees, with proportionate declines in all infectious fever causes that are affected by social distancing. If one assumes that most fever causes are affected by social distancing, the declining proportion of SARS-CoV-2 among fever cases may reflect the benefits of interventions aimed specifically at this infection, which is to say case-based interventions like active monitoring, individual quarantine, and isolation. The effectiveness of individual quarantine versus active monitoring, targeted by contact tracing, heavily depends on the assumptions regarding the serial interval, the amount of transmission that occurs prior to symptom onset, and the feasibility setting. Under our fitted disease natural history parameters for serial interval scenario 1, with a shorter mean serial interval and hence substantial presymptomatic infectiousness, individual quarantine was considerably more effective than active monitoring at reducing onward transmission by an infected contact. To offset this relative benefit of individual quarantine compared to active monitoring, perverse incentives to avoid quarantine would have to be correspondingly larger. Both scenarios were fit using an incubation period with mean = 5.2 days among 451 lab-confirmed cases from Wuhan; 12 other recent estimates of the incubation period of COVID-19 include a mean of 6.4 7 . CC-BY 4.0    "
144218,"In this paper, we construct an extended SIR model with agents optimally choosing outdoor activities. We calibrate the model and match it to the data from the United States. The model predicts the epidemic in the United States very well. Without government intervention, our simulation shows that the epidemic peaks on 22 March, 2020 and ends on 29 August, 2022. By the end of the epidemic, more than 21 million people will be infected, and the death toll is close to 3.8 million. We further conduct counterfactual experiments to evaluate the effectiveness of different polices against the virus. We find that no single policy can effectively suppress the epidemic, and the most effective policy is a hybrid policy with lockdown and broadening testing. Lockdown policy alone is ineffective in controlling the epidemic as agents would have optimally stayed at home anyway if the infection risk is high even without a lockdown. Broadening testing solely will accelerate the return to normal life as there are fewer infected people hanging around. However, as people do not internalize the social costs of returning to normal life, the epidemic could get even worse. Increasing medical capacity without any other measures only has temporary effects on reducing the death toll. We also find that random testing is too inefficient unless a majority of population is infected."
144468,"We have established a simulation tool that can estimate the dynamics of the COVID-19 outbreak, both locally for individual provinces or states and globally for an entire country. Our simulations suggest that-despite the social, regional, demographical, geographical, and socio-economical heterogeneities in different regions-the outbreak of COVID-19 follows a universal model with a few relatively robust parameters. Specifically, our simulation integrates a . 11 COVID-19 outbreak dynamics in the United States predicted with the SEIR model. Exposed, infectious, and recovered fractions of the affected populations for each state predicted using data from the early stages of the outbreak and assuming no additional countermeasures. Solid lines represent the mean and shaded regions highlight the 95% confidence interval. Latent period A = 2.56 days, contact period B = 3.38 days, infectious period C = 17.82 days, and fraction of initial latent population = E 0 ∕I 0 = 43.75 global network model with a local epidemic SEIR model at each network node. It uses six epidemiologically meaningful parameters, the latent and infectious periods A and C to characterize COVID-19 itself, the contact period B to characterize the behavior of the population, the initial latent population = E 0 ∕I 0 to characterize undetected community spreading at the onset of the outbreak, the affected population = N * ∕N to characterize containment, and the travel coefficient to characterize spreading through passenger air travel. The precise timeline of COVID-19, its basic reproduction number, and the effect of different mitigation strategies remain incompletely understood. Here we combined data from the outbreak in China with data from the early stages of the outbreak in the United States to identify the latent, contact, and infectious periods and the basic reproduction number of COVID-19. To quantify the outbreak dynamics, we integrated a global network model with a local epidemic SEIR model and solved the resulting set of coupled nonlinear equations using a Newton-Raphson scheme. For the outbreak in China, in n = 30 provinces, we found a latent period of 2.6 days, a contact period of 1.5 days, and an infectious period of 17.8 days. For the early stages of the outbreak in the United States, in n = 50 states, we found a contact period of 3.4 days and a travel coefficient of 0.42. Our network model predicts that-without the massive political mitigation strategies that are in place today-the United States would have faced a basic reproduction number of 5.30 ± 0.95 and a nationwide peak of the outbreak on May 10, 2020 with 3 million infections. Our results suggest that mathematical modeling can help estimate outbreak dynamics and provide decision guidelines for successful outbreak control. Our model has the potential to quantify the impact of community measures and predict the effect of relaxing total lockdown, shelter in place, and travel restrictions for low-risk subgroups of the population or for the population as a whole. "
144589,"The many variations on a graphic illustrating the impact of non-pharmaceutical measures to mitigate pandemic influenza that have appeared in recent news reports about COVID-19 suggest a need to better explain the mechanism by which social distancing reduces the spread of infectious diseases. And some reports understate one benefit of reducing the frequency or proximity of interpersonal encounters, a reduction in the total number of infections. In hopes that understanding will increase compliance, we describe how social distancing a) reduces the peak incidence of infections, b) delays the occurrence of this peak, and c) reduces the total number of infections during epidemics. In view of the extraordinary efforts underway to identify existing medications that are active against SARS-CoV-2 and to develop new antiviral drugs, vaccines and antibody therapies, any of which may have community-level effects, we also describe how pharmaceutical interventions affect transmission."
145140,"As it could be expected, the lockdown, including restricted social contact, closing of restaurants, shops, and a large number of companies and administrative centers, temporarily reduced levels of specific air pollutants, mostly the primary dominated ones. The role of the meteorology is also evident and not quantified in this study. The most significant variation was observed for NO 2 . Urban NO 2 is emitted from combustion processes, mostly road traffic in urban areas, especially diesel and, to a lesser extent, gasoline, vehicles, industry, power generation, and shipping. Although the main source of PM10 in the urban background of Barcelona is road traffic (around 30 % of the annual mean) (Amato et al., 2016) , other important sources are industrial sources, harbor emissions, construction works, dust resuspension, and Saharan dust episodes. The latter occurred before and during the lockdown period, from February 28 th to March 1 st and March 18 th to 24 th , respectively, and this has influenced the variation of PM10. This might have reduced the decrease of PM10 when compared with that of NO 2 , but in addition, other causes could also contributed. Thus, a relevant proportion of PM10 has a regional background-origin, mostly of secondary PM, and regional air mass transport might have influenced PM10 to the point of reducing the effects of local emission abatement. Barcelona is a low SO 2 city, with most of this pollutant arising from shipping emissions. These are large cargo ships, ferries, and cruises. The low reduction observed might be due to the detection limit of the instruments, but also to the low SO 2 emissions from cruises, the type of ships most reduced in the lockdown period. Finally, levels of O 3 markedly increased into the city as a consequence of three possible combined causes. Firstly, the decrease of NOx in a VOCs-limited environment (as most urban areas of Europe are) might cause urban O 3 to increase, as opposed to the behavior at the ruralregional background, which is mainly NOx-limited (Monks et al., 2015) ; secondly, the decrease of nitrogen oxide (NO) reduces the O 3 consumption (titration, NO+O 3 =NO 2 +O 2 ), and causes an increase of O 3 concentrations; and thirdly, the usual increase of insolation and temperatures from February to April leads to an increase in O 3 , especially during Saharan dust episodes (from March 18 th to 24 th ), when the maximum O 3 was recorded. In any case, by staying at home, personal NO 2 exposure is expected to be reduced by 40% in comparison to outdoor exposure, as a study carried out for 39 schools in Barcelona evidenced J o u r n a l P r e -p r o o f (Rivas et al., 2014) . Thus, in addition to the abatement of outdoor NO 2 levels, this exposure reduction should be taken into account. Unfortunately, the current lockdown was not able to stop the rising of the SARS-CoV-2 epidemic. For this reason, more restrictive actions were implemented for a total lockdown, which entered into force on March 30 th (MPRCMD, 2020b). Finally, we would like to express that here we characterized the changes produced on air quality during the lockdown. We do not pretend to attribute specifically, neither quantifying the effects of the lockdown since other factors might have influenced the changes, such as meteorology and regional and long transport of pollutant. An in-deep analysis is required to obtain this information accurately. In conclusion, we expect that air quality will keep improving for PM10, PM2.5, BC, and NO 2 down to minimal levels during forthcoming weeks because of the more restrictive actions to reduce the population's mobility and shut down of a large number of industries. The air pollution effects of the lockdown will be a unique opportunity to evaluate the effects of the reduction of different emission sources and to assess further air quality policies. However, we should clearly state that air quality policy is a long-distance race and that the effects of past emergencies (e.g., the 2008 financial crisis) for further air quality and climate policies have always been adverse. J o u r n a l P r e -p r o o f  "
145382,"This first modelling work in Europe provides a rigorous framework for studying the effects of containment on air quality by avoiding meteorological biases (comparison here over identical periods) and biases intrinsic to the model (when focussing on the analysis of differences). Our results given at a resolution of 20 km show decreases in NO 2 concentrations ranging from -30 % to -50 % in all western Europe countries. Ozone concentrations have been differently affected in urban areas throughout Western Europe by lockdown measures with increase of concentrations. The effect on fine particle concentrations has been less pronounced than on NO 2 (-5 to -15 %). This can be explained by the fact that traffic is not the sole source of fine particles. Particularly during this season, residential heating emissions, which are a very substantial contributor to PM concentrations in western Europe is supposed to increase by lockdown measures since European citizens have been instructed to stay at home as much as possible. Also, agricultural emissions due to fertilizer spreading is known to be a strong source of ammonium nitrate in western European countries in late winter and early springtime, they have not been affected by lockdown measures. These preliminary results are encouraging and in agreement with studies based on comparisons with satellite and station measurements. Further analyses will have to be carried out to better understand the weight of sectors in these modelled differences. A refinement of assumptions on emissions adjustment due to the lockdown measures will be necessary to improve results robustness. "
145399,"In this study, the variation of NO 2 which was collected from the satellite (Sentinel -5P) was used to indicate the significant reduction in the level of NO 2 in Asian and European countries due to COVID-19 lockdowns. The outcomes indicated that the novel coronavirus is considered a blessing in disguise. The current status of air quality may be temporary but there is a very good opportunity for us (scientists/researchers/students/individuals) to learn/understand from the applied lockdown activities on how to minimize the concentration level of air pollutants on a long-term basis. "
145838,"BACKGROUND: The COVID‐19 pandemic has led to radical political control of social behaviour. The purpose of this paper is to explore data trends from the pandemic regarding infection rates/policy impact and draw learning points for informing the unlocking process. METHODS: The daily published cases in England in each of 149 Upper Tier Local Authority (UTLA) areas were converted to Average Daily Infection Rate (ADIR), an R value—the number of further people infected by one infected person during their infectious phase with Rate of Change of Infection Rate (RCIR) also calculated. Stepwise regression was carried out to see what local factors could be linked to differences in local infection rates. FINDINGS: By the 19th April 2020 the infection R has fallen from 2.8 on 23rd March before the lockdown and has stabilised at about 0.8 sufficient for suppression. However, there remain significant variations between England regions. Regression analysis across UTLAs found that the only factor relating to reduction in ADIR was the historic number of confirmed number infection/000 population, There is, however, wide variation between Upper Tier Local Authorities (UTLA) areas. Extrapolation of these results showed that unreported community infection may be 150 times higher than reported cases, providing evidence that by the end of the 2nd week in April, 26.8% of the population may already have had the disease and so have increased immunity. INTERPRETATION: Analysis of current case data using infectious ratio has provided novel insight into the current national state and can be used to make better‐informed decisions about future management of restricted social behaviour and movement."
145995,"Blume et al. studied the effects of the COVID-19 lockdown on the mismatch between social and biological sleep-wake timing as well as sleep. Increased flexibility of social schedules reduced the mismatch while sleep quality was reduced, possibly due to increased burden. These adverse effects may be alleviated by daylight exposure and physical exercising."
146286,"Abstract Many communicable diseases may have contact, airborne, and/or droplets transmission. Following the COVID-19 outbreak, Taiwan government implemented the use of masks and sanitizer and other prevention measures, like social distancing for prevention. This public response may have likely contributed significantly to the decline in the outbreak of other infectious diseases."
146412,"I would like to thank Dr. Thomson for the very pertinent and relevant points that he raised in his thoughtful letter Where are we now with COVID-19? [1]. As my response will illustrate, and in what probably will become a defining feature of conversations surrounding COVID-19 for quite some time, attempts to answer will only make room for more questions. As COVID-19 is unfolding, every day is marked by novel developments. Since the editorial went to press [2], the outbreak has expanded considerably. Over 128,000 individuals were infected worldwide as of March 13, 2020, leading to 4720 deaths [3]. In early March, while the outbreak in China appeared to start to subside [4], it started to amplify in Europe and the United States. The first fatality in the United States occurred on February 29, 2020 in a suburb of Seattle. On March 4m the first death was reported outside WA state, in CA, and was the 11th death in the United States. On March 6, the first two fatalities were reported in Florida. On March 11, 2020, the World Health Organization declared the outbreak a pandemic [5]."
146677,"The coronavirus disease (COVID-19) pandemic, which originated in the city of Wuhan, China, has quickly spread to various countries, with many cases having been reported worldwide. As of May 8th, 2020, in India, 56,342 positive cases have been reported. India, with a population of more than 1.34 billion—the second largest population in the world—will have difficulty in controlling the transmission of severe acute respiratory syndrome coronavirus 2 among its population. Multiple strategies would be highly necessary to handle the current outbreak; these include computational modeling, statistical tools, and quantitative analyses to control the spread as well as the rapid development of a new treatment. The Ministry of Health and Family Welfare of India has raised awareness about the recent outbreak and has taken necessary actions to control the spread of COVID-19. The central and state governments are taking several measures and formulating several wartime protocols to achieve this goal. Moreover, the Indian government implemented a 55-days lockdown throughout the country that started on March 25th, 2020, to reduce the transmission of the virus. This outbreak is inextricably linked to the economy of the nation, as it has dramatically impeded industrial sectors because people worldwide are currently cautious about engaging in business in the affected regions."
146973,"The reinforcement learning algorithm is ready for use in conjunction with real-world data sets, epidemiological models and network propagation models. Any of these three aspects can be changed as per user requirements. The algorithm is computationally lightweight, and, running it only requires Python. We have demonstrated its capability of handling nation-scale data Khadilkar et al. (2020) . We are open to collaborating with epidemiologists who could benefit from a computational approach to address the spread of communicable diseases. S is susceptible, E is exposed (virus in the body but not yet affecting the immune system), IS is infected (showing symptoms), IA is asymptomatic carrier, D is dead, and R is recovered. Note the numbers represent capture probabilities and not rates of change. All parameters can be tuned. We do not consider a transition from Recovered to susceptible states, but this can be added if found to be possible  "
147141,"In this paper, we have used an agent-based model of out-of-equilibrium economic dynamics to estimate the cost of the COVID-19 lockdowns. We use the major simplifying assumption that lockdown mesures are implemented in an uniform manner and that there is no direct impact in countries that have not implemented an explicit lockdown (e.g. Korea and Sweden). Conditional on data availability, a country-specific modelling of lockdowns measures can be implemented. However, readily exploitable data from this perspective is likely to be available onlyà posteriori. At present our model is calibrated on the Word Input Output Tables (Timmer et al. 2015 ) and relies on estimates of the dynamics of the COVID-19 pandemic and of the associated policy response that were published in early May 2020 (IFO-Institute 2020). Our model (neutral) , the scenario with a confidence shock at lag 50 without and with public subsidies (label subsid). For output, are also reported the output given direct impacts and the equilibrium level of output. All values are in million U.S dollars. The Chinese lockdown ends at day 43. In major high-income economies, the lockdown is assumed to end around day 100. Elasticity parameter is set to θ = 0.5. Speed parameters for price and technological adjustment, τ p and τ w , are set to 0.6 accounts both for direct impacts of the lockdowns and its propagation through the global supply chain. Our estimate of the total impact amounts to 9% of global GDP. This estimate is in line with the upper range of estimates published by international organisations (see Table 4 in the Appendix). These upper hand estimates, as opposed to the lower hand ones, are themselves obtained through models that account for indirect or supply chain effects (see e.g. Kohlscheen et al. (2020) ). Our estimates rely on the assumption, prevailing at the date of writing, that lockdown measures will be lifted after 50 days in average. The dynamics of the model suggest that the costs would increase linearly with the duration of the lockdown if it were to be extended. This assumption is also consistent with concurrent estimates reported in the Appendix, some of which are expressed in terms of cost per week/month of lockdown. Our simulations also show that the cost increases substantially if the recovery is hampered by a major confidence shock. We are still in the early days of the analysis of economic costs of lockdowns implemented by many governments in the wake of the pandemic. Nonetheless, what has become evident is that multiple models are needed to address different questions. Models which shed light on longterm consequences will have to be somewhat different from those which explain short and medium term dynamics, at least in part because economic agents are likely to adapt to new circumstances. These new circumstances include the policy risk faced by firms who source inputs from suppliers situated within geographical regions administered by governments different from their own. In similar vain, models intended to study the impact of monetary policy responses may have to explicitly consider indebtedness and liquidity constraints. Supply-chain dynamics however are likely to be an important ingredient of many models. In this paper, we have illustrated how one such supply-chain system can be calibrated to the world economy and how the calibrated system can be used to study disequilibrium dynamics that follow from an exogenous shock. Ours is however primarily an analysis of the short and medium run. One of the assumptions which limits our model's ability to say much about the long-run is the assumption that agents cannot change their input providers, though they can change the proportions in which they combine inputs. In the longer run, the COVID virus, its policy responses, and the risk of similar policy responses in the future is likely to generate a remarkable reorganization of the global supply chain. Firms may diversify among suppliers of inputs and source inputs from within national or regional areas. The model presented in this paper can be extended to study the longrun reorganization of the world supply chain network. In fact, such a version of the model is used by Gualdi and Mandel (2018) to study the emergence of endogenous growth when firms change input sellers in response to technological improvements. Our model can also be coupled with epidemiological models of the spread of the virus and labor market models wherein labor dynamics too percolate from one market to another. BIS -2.5 to -5 direct , -5 April 6th 2020 (Kohlscheen et al. 2020) to -10 total IMF -6 April 14th 2020 (IMF 2020) OECD -20 to -25 per month of April 8th 2020 (WTO 2020) lockdown Asian Development -6.4 to -9.7 May 15th 2020 (Park et al. 2020) Bank "
147245,"In the span of a couple of months, COVID-19 has severely challenged the world. To prevent the virus spread, nations across the world went on lockdown fully knowing the economic drawback of such measures. Conscientious of its fragile economy, Benin's government settled on creating a sanitary cordon around the affected areas with free movement of the population within it while appealing for the public's responsibility, promoting handwashing and hygiene along with social distancing. Although the sanitary cordon measure is effective in preserving the economic costs on the household level and containing the spread of the virus, it is however expected that people will find ways to intrude in and out of the sanitary cordon which will eventually lead to COVID-19 spreading to other towns or cities. Abbreviations COVID-19: Coronavirus disease 2019; WHO: World Health Organization "
148466,"This article presents raw inferential statistical data that determined the coronavirus readiness strategies at retail stores in South Africa and their consequences for consumer behavioural intentions. The data was collected from customers within the metropolitan area of Bloemfontein. The data were analysed using a quantitative approach. Structured questionnaires were provided to customers throughout South Africa's Bloemfontein metropolitan area. Reliability and validity were confirmed. The data was presented using Structural Equation Modeling (SEM) using the Smart PLS program. The analysis of the SEM path shows estimates of the interconnectivity of the major constructs in the data. The findings from this dataset show that sanitised retail entrances, sanitised retail counters and sanitised retail shelves had a statistically significant effect on customer satisfaction with covid-19 readiness in retail stores. Furthermore, the data reveals that retail social distancing and senior citizens shopping hours had a statistically insignificant effect on customer satisfaction with covid-19 readiness. Moreover, the data reveals that customer satisfaction with covid-19 readiness strategies of retail stores also had a positive and statistically significant effect on customer behavioural intentions."
