paper_id,raw_conclusion,summary
153909,"This editorial introduces a themed section aimed to spark further reflections on the limits and boundaries of disconnection as a form of critique, activism and response to the pervasiveness of digital devices, platforms, and infrastructures. We outline two key limits in current thinking about disconnection: first, the universalist discourse of disconnection, which contrasts with the reality of a profound inequality of access to both connection and disconnection across the globe, and second, the fact that connectivity not only involves digital media users but also those who are materially not connected to the network. This introduction also reflects on the changing meanings of being connected and disconnected to digital networks and platforms at a time when the Covid-19 pandemic forces many people around the world to remain physically separated from others due to lockdown and quarantine measures.","This editorial introduces a themed section aimed to spark further reflections on the limits and boundaries of disconnection as a form of critique, activism and response to the pervasiveness of digital devices, platforms, and infrastructures.<q>We outline two key limits in current thinking about disconnection: first, the universalist discourse of disconnection, which contrasts with the reality of a profound inequality of access to both connection and disconnection across the globe, and second, the fact that connectivity not only involves digital media users but also those who are materially not connected to the network.<q>This introduction also reflects on the changing meanings of being connected and disconnected to digital networks and platforms at a time when the Covid-19 pandemic forces many people around the world to remain physically separated from others due to lockdown and quarantine measures.
"
153943,"To the best of our knowledge, this is the first study to predict the number of COVID-19 infected persons in India after the 40 days of lockdown. We have used crowd sourced data due to lack of availability of official data. We could not include all the cases in the epidemiological analysis due to unavailability of the demographic details of all the patients. Limitations notwithstanding, there were three key findings. First, the median age of affected individuals is lower than reported in other countries. In study cohorts of Wuhan, the median age of affected patients ranges from 49-56 years 4,22,23 . In previous studies on COVID-19, it has been established that risk increases with age and comorbidities 13,22,23 . The broad based nature of India's population pyramid means there are more people in the younger age group and very few people in the ≥80 years age group. Another reason is that as there is limited evidence of community spread in the epidemic in India so far; it has been reported to be driven by imported cases who mostly belong to the younger age group. In 2018, Indian residents between 35 and 49 years of age took the most holidays outside the nation 24 . On normalizing the percentage of patients in each age group with the corresponding percentage representation of the population, we observed that the highest number of patients is in the 60-79 years age group category. Interestingly, according to this analysis, men in the 60-79 years age group are affected more than the ≥80 years age group. This is something that has not been reported until now and it has to be seen whether this changes as the number of cases in India grows. This is new to the literature of COVID-19 and needs to be studied further. Second, we found a case fatality rate of 2.5%, which is lower than countries like Italy 25 . The reason for this could be that Italy is in the later phases of the epidemic with widespread community transmission and high mortality due to overburdening of the health system. This has also led to focussing testing on severe patients and possible advise to suspected patients with mild symptoms to stay at home. In China, the case fatality rate was found as 2.3%, 14.8% in the above 80 years population, and 8.0% in the 70-79 years population 13 . Our estimate gives a slightly higher value, which may be due a smaller sample size or can also be because mild cases of COVID-19 have so far been missed due to restricted testing strategy during the initial stage. Third, from the SIR model, the values of β and the trend for R t shows that the interventions which were put in place by the Indian government starting from mid-March were partially effective, preventing the scenario where R t can reach even more than four 26 . The increase in β from day eight is probably due to the identification of a cluster in Delhi 27 . Additionally, Indian Council of Medical Research recently updated the testing strategy, which might have increased the detection of the positive cases significantly. According to a study in the early days of the epidemic, Wuhan city and Hubei province reported R t between 1.85 and 4.46, which aligns with our study findings 26 . All over China, the R t varied from 1.23 to 5.77. South Korea, which has high population density like India, had a decreasing trend of R t from 9.72 on 20 February to 1.50 on 7 March. This indicates that the interventions have been helpful in preventing the worst case scenario in India but is unable to prevent the spike in number of cases 27, 28 . At the end of the 40 days lockdown, India is likely to have a significant number of infected persons (110,460 to 220,575) that would include both symptomatic and asymptomatic individuals. It may also enter the exponential growth phase and it would become very difficult to contain at that stage. The situation can still be controlled if R t can be brought down close to one. This indicates the need for more effective strategies and ensuring optimum testing to avoid underestimation of danger. Future research is needed to support the current findings that unlike other countries, in India, COVID-19 is mostly affecting the 20-39 years age group since our data analysis was restricted to individuals in whom data was available. The SIR model used does not account for age-structure or comorbidities. Hence we are addressing more dynamicity and realness by taking into account multiple compartments with robust mathematical assumptions in our future models to study the current pandemic. Comprehensive studies based on the clinical manifestations and laboratory parameters including genomic sequencing to detect mutations of the virus also needs to be done for the Indian population to see if the clinical features and the viral strains differ from other populations. To conclude, the COVID-19 epidemic in India is more affecting younger age groups as compared to other countries. Our mathematical model predicts that India will have a significant number of infected persons after the 40 days lockdown. Hence, strict social distancing, and optimum testing followed by isolation and quarantine are vital elements to control the COVID-19 epidemic.  No competing interests were disclosed. ","To the best of our knowledge, this is the first study to predict the number of COVID-19 infected persons in India after the 40 days of lockdown.<q>We have used crowd sourced data due to lack of availability of official data.<q>Second, we found a case fatality rate of 2.
"
153948,"The patient was later transferred to a designated hospital and died of respiratory failure 4 wk after surgery. The patient had a postoperative fever followed by increasing WBC and CSF leakage during surgery; it would be logical from a neurosurgeon's perspective to speculate intracranial infection. Noticing the cough, doctors scheduled alternative tests which complied with 'fever of unknown etiology, 4 also known as COVID-19 now. Its frequent onset symptom, fever, made COVID-19 deceptive. Following the first COVID-19 case in our department, 4 nurses who contacted with him directly before quarantine without protective equipment were infected, and 10 more staff who did not contact him were also confirmed later. The 14 staff fully recovered and returned back to work as of March 31st. It's worth noting that none of them participated in the surgery. Furthermore, with proper personal protective equipment and precautions since January 11th, none of those who contacted with him directly were infected, including his attending group who paid daily visit to the patient. In our retrospective view, patient quarantine, proper personal protective equipment, and social distancing between medical staff contributed to limiting epidemic among medical staff since the initial outbreak. The median incubation period of COVID-19 was estimated to be 5.1 d, 97.5th percentile was 11.5 d, 5 based on epidemiological characteristics it's reasonable to speculate that he developed a latent infection of SARS-CoV-2 prior operation and stress inflicted by neurosurgical procedure and anesthesia 6 and potential postoperative hypopituitarism 7 might impact his immune system. Transmission from an asymptomatic patient was reported, 8 and higher viral loads were detected soon after symptom onset, with higher viral loads detected in the nose than in the throat. 9 The estimated half-life of SARS-CoV-2 in aerosols was approximately 1.1 to 1.2 h, 10 but it does not necessarily mean the aerosols cannot be filtered by surgical masks or N95 respirators. Endonasal endoscopic surgery is performed in a narrow, longitu-dinal canal, assisted by suction and irrigation. The chance that aerosols and droplets originating in nostrils escape the suction and are inhaled subsequently by surgeons is rare. Therefore, we think it is not wise to cancel all the endonasal endoscopic surgeries especially the emergency ones, such as pituitary apoplexy, and COVID-19 is supposed to be containable when the surgeries are performed in negative pressure operating rooms with sufficient personal protective equipment and the patients are kept under quarantine postoperatively. While we do not encourage elective surgeries during this pandemic, which might impact patients' immune system and put them in conditions vulnerable to COVID-19. The deceptive nature of COVID-19 results from its most frequent onset symptom, fever, a cliché in neurosurgery, which makes it hard for surgeons to differentiate from postoperative intracranial infection. The COIVD-19 epidemic among medical staff in our department was deemed as postoperative rather than intraoperative transmission, and attributed to not applying sufficient personal airway protection. Proper personal protective equipment and social distancing between medical staff contributed to limiting epidemic since the initial outbreak. Emergency endonasal endoscopic surgeries are feasible since COVID-19 is still supposed to be containable when the surgeries are performed in negative pressure operating rooms with sufficient personal protective equipment and the patients are kept under quarantine postoperatively. However, we do not encourage elective surgeries during this pandemic, which might put patients in conditions vulnerable to COVID-19. ","The patient was later transferred to a designated hospital and died of respiratory failure 4 wk after surgery.<q>The patient had a postoperative fever followed by increasing WBC and CSF leakage during surgery; it would be logical from a neurosurgeon's perspective to speculate intracranial infection.<q>The 14 staff fully recovered and returned back to work as of March 31st.
"
153978,"Here we report the transmission and clinical characteristic of 104 outside-Wuhan patients with COVID-19. First, the smoothly increase in the cumulative number of confirmations of the two centers indicates that the timely control measures work well. Second, family clusters represent as the major body of infections, transmission along the chain of 3 ""generations"" was observed. The asymptomatic transmission demonstrated here warned us it may bring more risk to the spread of COVID-19. Third, no gender difference of patients was found, indicating male and female may have the same susceptibility of this illness. Fourth, the differences in demographics and clinical characteristics between imported patients and indigenous cases were not significant. Since the outbreak in Wuhan, it is unclear how many people truly infected and how many infected people of Wuhan has imported to the other cities. Screening the potential infectors related to Wuhan was implemented quickly by the local governments after the announced of Wuhan shutdown. Dynamic analysis of 104 cases from two centers in Hunan province showed that the imported cases mainly appeared during Jan 22, 2019 to Feb 5, 2020, then the indigenous cases became the major body, suggesting the initial cases have been founded over nearly 20 days of screening. Compared with the Accepted Article contemporary growth trend in Wuhan, explosive increase in the confirmed cases was not observed in the two centers from Jan 22, 2019 to Feb 12, 2020, indicating that the timely control measures in the two cities worked well. Yet fundamental information gaps exist on how to accurately assess the transmission efficiency. While the controversy of sharply increased cases and medical shortage in the early and outbreak stage in Wuhan, patients in Wuhan may have limitation to fully reflect the true epidemiological characteristics of this illness. Evidence has suggested person-to-person transmission of COVID-19 via droplets or skin touch 2,3,11 . The data of this study showed a notable feature is clustering occurrence, most patients were infected from their family members, relatives or friends through a close contact. Only 11 (10.53%) of this study patients were sporadic cases that hardly identified infector source, suggesting that community transmission of COVID-19 is not developed rapidly in the two cities; this also matches the smooth growth of total confirmed cases. Of note, strict control measures by the local government produced a powerful effect on the slowing spread. We are eager to know how infectious the virus is. Except the confirmed cases, whether the asymptomatic COVID-19-carriers has the infectious is unclear. A recent study showed that the viral load in the asymptomatic patient was similar to that in the symptomatic patients 12 . Our study directly demonstrated that the asymptomatic patient or viral-carries infected their relatives. Three cases (C37, C44 and C49) infected from the Accepted Article same person (C'3) who ever traveled to Wuhan. But until now, C'3 did not develop any symptoms. Though we did not take a PCR test to confirm whether C'3 was a virus-carrier, the same contact history and the similar onset time of her three relatives indicate that C'3 was an asymptomatic COVID-19-carrier. Five asymptomatic patients were found in this study, one patient (C'4) who infected three family members (C92, C94 and C102) provide evidence that the asymptomatic transmission risks the spread of COVID-19, which brings more difficult to cut off the epidemic's transmission route. We  ","Here we report the transmission and clinical characteristic of 104 outside-Wuhan patients with COVID-19.<q>First, the smoothly increase in the cumulative number of confirmations of the two centers indicates that the timely control measures work well.<q>Fourth, the differences in demographics and clinical characteristics between imported patients and indigenous cases were not significant.
"
154286,"Health is a state of physical, mental, and social wellbeing and not merely the absence of disease or infirmity. 11 Human health and wellbeing are discretely rooted in being surrounded by a functioning society. The COVID-19 outbreak has induced a global public and mental health crisis as well as a huge psycho-social experiment. We have noticed that quarantine due to the COVID-19 With the current worldwide trend of quarantine and isolation due to Covid-19, this deterioration in mood seems to have occurred sooner than one might have expected. Hawryluck et al 5 conducted a study on psychological effects of quarantine, and reported that quarantined persons exhibited a high prevalence of psychological distress: posttraumatic stress disorder (28.9%) and depression (31.2%). The world has witnessed that because of the coronavirus disease outbreak in December 2019 many countries have been asking their residents to isolate themselves at home or in quarantine premises. For example, authorities in the Kingdom of Saudi Arabia reacted to the pandemic as a responsible nation, and on March 25, 2020 decided to enact a lock-down on capital city Riyadh as a part of the fight against Covid-19 outbreak. On Thursday, 26 March, the Saudi authorities imposed a total lockdown in the city Riyadh, along with Makkah and Medina, Islam's two holiest cities, as part of tighter constraints to counter the virus. During the current COVID-19 pandemic, with the current lockdown situation, medical students in Saudi Arabia are living in a quarantine inside their residence facilities. More recently, Röhr et al., 12 has demonstrated that quarantine measures during COVID-19 outbreaks have severe negative consequences for mental health. In another study, Lei et al., 13 identified high prevalence of anxiety and depression among people who quarantined during COVID-19 outbreak in southwestern China. Similarly in the present study, we found that 125 (23.5%) medical students felt disheartened and depressed. The most probable reasons for negative consequences for mental health during quarantine are that people considered it an unpleasant experience, because of having to depart from fellows, friends and family, losing the ability to move about freely, experiencing doubts about the spread of disease, and developing intense feelings and reactions. The quarantine phase is a complex intervention within the jurisdiction of public health. 14 Our results demonstrate two important characteristics related to the COVID-19 quarantine, namely an increase in stress and an increase in dysfunctional learning behaviors. Although, medical students believe that quarantine has not much affected their learning and psychological wellbeing, the students whom we interviewed stated that quarantine has caused them to feel emotionally detached from family, fellows and friends, and has led to a decrease in overall work performance and duration of study. In the past, the quarantine compliance rate has been positive, studies have indicated high levels of acceptance of quarantine among samples of Toronto-area residents (97%) and US citizens (93%) during a SARS 1 pandemic quarantine. 15, 16 In the current study, a good number of responses were also recorded where participants have a difference of opinion. The female and male medical students showed a sense of being emotionally detached from family, fellow professionals and friends, feel depressed and decreased in their overall study work performance and study period. The literature had consistently reported differences occurring concerning stress among males and females. This is constant with preceding research indicating that female physicians are more likely to be emotionally fatigued at the commencement of exhaustion, compared to male physicians. 17 Similarly, female students in the present study were found to be motivated in handling their learning, especially when it came to performing two tasks simultaneously. Brooks et al., 18 reported negative psychological effects including post-traumatic stress symptoms, confusion, and anger due to the COVID-19 outbreak quarantine. The authors concluded that during a long duration quarantine, fear, frustration, inadequate information and financial loss are the main causes of negative psychological impact. Similarly, the present study findings suggest that the reported alterations in attitude and mood may be due to the threatening situation of the COVID-19 pandemic. Medical students, in particular, may feel differently once this situation is over, and explicit research should explore such differences. Both female and male medical students have identified that quarantine has caused them to feel emotionally detached from family, fellows, and friends, and has decreased their overall work performance and study period. The findings also show that one fourth of the medical students who participated in this study felt depressed during the quarantine period of two weeks. The longterm quarantine due to COVID-19 pandemics may cause further worsening in the psychological and learning behaviors of these medical students. The results from this study might provide to health policymakers evidence about the psychological and emotional influences of quarantine on medical students so that they might produce an important guideline for managing the medical students' quarantine. Indeed, we believe that the current results indicate the need for supplementary mental wellbeing interventions for everyone while they are quarantined. This goal could be achieved by using a healthy diet, exercise at home, proper sleep and engaging in healthy physical, intellectual and educational activities. In situations where quarantine is deemed necessary, the policy makers should quarantine individuals for no longer than a required period. ","Health is a state of physical, mental, and social wellbeing and not merely the absence of disease or infirmity.<q>In another study, Lei et al.<q>, 13 identified high prevalence of anxiety and depression among people who quarantined during COVID-19 outbreak in southwestern China.
"
154677,"The COVID-19 epidemic is a rapidly spreading disease that is met with exceptional sanitary measures worldwide to limit its spread. As illustrated in our case series, limiting the spread of the disease has proven to be highly challenging for several reasons. First, hygiene measures such as hand washing, social distancing and sneezing and/or coughing in the elbow are basic measures that only show limited efficacy. In the particular conditions of a recruit school and military barracks, some of these measures are hardly feasible and impractical. Strict contact isolation is required. It has been shown that viable SARS-CoV-2 on plastic surfaces can be present up to 72 hours after inoculation in experimental setting, 9 making contagion through door knobs and scale ramps very likely. 9 It is therefore paramount to ensure separate catering, sanitation and lodging. With increasing case and suspected numbers (patients with SARS-CoV-2 and quarantined MAFs), it can become increasingly difficult to obtain appropriate facilities in a military environment. As emergency solution, we used tents to extend lodging capacity for quarantined MAFs (Figures 1-3) . Our series shall emphasise the psychological burden during the time of quarantine and isolation. 10 Although in the military setting, we had the relative advantage of having to group MAFs for logistical reasons, which resulted in although isolated yet not lonely quarantine conditions. Second, many young people are largely asymptomatic but may be SARS-CoV-2 carriers transmitting the disease. 11 Estimates reach from 18% to at least 59% in some studies. 12 13 Although fever and cough are described as the most common symptoms and sometimes deemed to be typical of COVID-19, 14 it is very important to remember that in young adults, symptomatology can be much milder and quite atypical. Our two patients showed a mild course disease with symptom resolution after few days but continued to be positive for SARS-CoV-2 in nasopharyngeal swabs. This finding underlies the importance of prolonged isolation to reduce further virus transmission, as SARS-CoV-2 can still be proven in apparently healthy adults many days after symptom resolution. 15 This is also paramount for health workers to not underestimate as, if they became infected, the risk of further spreading the disease, while willing to treat it, is high. 15 Covert virus spreading also seems to occur during the preclinical inoculation period. Mean incubation time was reported to be 6.2 days (range 2-14) with asymptomatic carriers before and after the clinical overt phase, if any present. 16 In the preclinical phase, it is important to separate any person with contact to a suspected or confirmed case. On 20 March 2020, the Swiss Government increased quarantine time recommendations from 5 days up to 10 days. Our findings support this decision as it covers more accurately the incubation time for contacts. However, some slightly symptomatic carriers may test negative in PCR of nasopharyngeal swabs. Therefore, it is important to time adequately swabs and to repeat them, if clinical suspicion of COVID-19 is present. Wang et al 17 described the highest sensitivity for PCR for bronchoalveolar lavage fluid (93%) followed by sputum (72%), nasal swabs (63%) and pharyngeal swabs (32%). A combination of different or symptom-oriented swap localisation may be useful. Of note, SARS-CoV-2 can also be transmitted by oral-faecal route with viral shedding proven in stool specimen of patients with COVID-19. 17 The relative lack of sensitivity of PCR, especially in young and healthy population, poses great challenges to epidemic control. 17 18 For that reason, serological testing has gained great interest in the past weeks but still requires further validation. 19 In our case series, none of the asymptomatic close contacts to patients 1 and 2 tested positive for PCR and/or serology. One possible explanation is that hygiene measures during quarantine and isolation were sufficient to avoid further spread. However, considering the high reproduction number of COVID-19, a false-negative PCR from nasopharyngeal swab and false negative serology have to be considered. For the latter, a weak to mild symptomatology could explain the lack of detectable immune reaction. 20 Finally, negative serological testing might be linked to not yet fully validated technology. 19 How covert shedding of SARS-CoV-2 may be reduced in the future, for example by prophylactic hydroxychloroquine, 21 remains unknown but is of great strategic interest for civil and military authorities. Young and healthy patients often show a mild course when infected with SARS-CoV-2. They may be before and after symptom presentation carriers and spreaders of SARS-CoV-2. This factor may lead to significant covert viral transmission. An early and prolonged establishment of isolation and quarantine for patients and close contact persons, respectively, is therefore essential to slow down SARS-CoV-2 epidemic growth, especially in confined space conditions seen in a military setting. ","The COVID-19 epidemic is a rapidly spreading disease that is met with exceptional sanitary measures worldwide to limit its spread.<q>As illustrated in our case series, limiting the spread of the disease has proven to be highly challenging for several reasons.<q>It has been shown that viable SARS-CoV-2 on plastic surfaces can be present up to 72 hours after inoculation in experimental setting, 9 making contagion through door knobs and scale ramps very likely.
"
154815,"Following the report of a mass outbreak of pneumonia with unknown cause in Wuhan City in January 2020 [6] , the KCDC designated Wuhan City as a ""quarantine inspection required area"" (January 8 th , 2020) to prevent the spread of infection China, which accounted for more than 90% of COVID-19 patients worldwide, was assessed as high [7] . Accordingly, the ""quarantine inspection required area"" was expanded from Wuhan City to the entirety of mainland China on January 28 th , and the quarantine was strengthened for these people In particular, the proportion of cases from the United States accounted for 55.0% of the total number of confirmed cases from overseas in the first week of April, which was higher than that of Europe (30.7%). Although the number of confirmed cases from overseas was decreasing, the risk of cases from the United States appeared to be increasing considering the proportion of confirmed cases from the United States of the total number of overseas confirmed cases ( Table 2 ). There Since the COVID-19 pandemic, the KCDC has been closely monitoring the overseas trends of COVID-19 to prevent spread of the disease into South Korea, and into the local communities. Furthermore, the KCDC plans to continue to operate a flexible quarantine system based on the degree of risk in other countries. ","Following the report of a mass outbreak of pneumonia with unknown cause in Wuhan City in January 2020 [6] , the KCDC designated Wuhan City as a ""quarantine inspection required area"" (January 8 th , 2020) to prevent the spread of infection China, which accounted for more than 90% of COVID-19 patients worldwide, was assessed as high [7] .<q>0% of the total number of confirmed cases from overseas in the first week of April, which was higher than that of Europe (30.<q>There Since the COVID-19 pandemic, the KCDC has been closely monitoring the overseas trends of COVID-19 to prevent spread of the disease into South Korea, and into the local communities.
"
154866,"In this unprecedented time, we have a unique opportunity to redesign the way we provide care. For example, UCSF is currently embarking on ways to equip rooms with video capability connected to hospital room phones, allowing providers to call in and ""ring"" patient iPads to immediately and automatically activate their videoconferencing to perform visits. This type of intervention has the potential to revolutionize inpatient medicine. The great hope for our field is that we emerge from this crisis as leaders not only in humanistic patient care, but also as leaders in our health systems and experts in novel technology to deliver quality care. With our national move towards ""social distancing,"" we re-frame that idea to highlight that despite physically distancing, we can still socially connect. This is especially critical for our patients with COVID-19, who are isolated in hospital rooms, unable to see or touch loved ones, and rarely interact with health care providers covered in PPE. Tellepalliative medicine provides the opportunity -particularly by video -to connect to patients, connect them to others, and provide as intimate and interdisciplinary support as possible in these times. ","This type of intervention has the potential to revolutionize inpatient medicine.<q>The great hope for our field is that we emerge from this crisis as leaders not only in humanistic patient care, but also as leaders in our health systems and experts in novel technology to deliver quality care.<q>For example, UCSF is currently embarking on ways to equip rooms with video capability connected to hospital room phones, allowing providers to call in and ""ring"" patient iPads to immediately and automatically activate their videoconferencing to perform visits.
"
154970,"The main goal of the present study was to determine whether there were mental health problems in medical students during the COVID-19 outbreak quarantine period. According to these results, it can be concluded that approximately one-third of students who participated in the survey were in a state of mild or moderate depression, one-fifth of these students were in a state of mild or moderate anxiety, and merely one or two were severe. These results are consistent with published findings on individual adjustment during the COVID-19 epidemic in general public samples (8) , even for those who were not in direct contact with the disease, illustrating that the psychiatric impact of the disease on the general population is significant. As of the end of January 2020, a nationwide quarantine was carried out, and people who were isolated in their homes were potentially apprehensive about the possibility of infection, and anxious over the high infectivity and uncertain mortality rate of COVID-19. In addition, the anxiety could spread to family members who are also concurrently isolated in their homes. Students had been under quarantine in their homes during the period of the COVID-19 outbreak, which lasted for more than three months. The prolonged time of isolation and the associated consequences might induce depression and anxiety among these students. For students in a state of depression or anxiety, most of them were mild or moderate, and merely one or two were severe. However, there were no gender differences in the prevalence of depression and anxiety, which might suggest that both genders were equally psychologically affected by the COVID-10 epidemic. This is consistent with findings from a previous study on the SARS epidemic (16) . Contrary to the conclusions from a prior study, which reported that college students whose family and university were in the same city (Beijing) demonstrated lower psychological symptoms than their peers whose families lived in other cities during the SARS outbreak (16) , the present survey revealed that students in Hubei province and outside Hubei province had no significant difference in the prevalence of depression and anxiety. The possible reason for this is because only a small proportion of students in Hubei province participated in the survey. Although a greater impact may have been observed for senior students, the results of the survey revealed that there was no significant difference in the prevalence of depression and anxiety among the different grades. This may have been affected by the small number of senior students who participated in the present study. Although the present survey mainly screened for depression and anxiety, a previous study demonstrated that the progression of negative emotions such as anxiety, which are experienced in the early stages of disasters, can lead to post-traumatic stress disorder when left without intervention. However, if early mental health care measures are implemented, such consequences can be obviated (17) . It was advantageous that the majority of students who were in a depressed or anxious state had mild or moderate symptoms. This allowed for a favorable outcome when appropriate measures were taken. Many solutions presently available in China and worldwide can be used for individuals with mental health problems. As indicated by one of the recently published articles, online mental health education using social networking sites and applications, such as WeChat, Weibo, and TikTok, has been widely used. Furthermore, literature on mental health education has been expeditiously published, and free electronic copies have been distributed to the public during the outbreak (8) . Moreover, the American Psychiatry Association has also provided a great deal of guidance on their website (). Meanwhile, a study on the experience of stressors, coping, and adjustment among college students during the 2003 SARS epidemic also provided some suggestions for university counseling services (16) . Students should be instructed on where and how to obtain the resources, since excessive information has been disseminated on the internet. This may make it difficult for people to access the useful messages. Online courses could be launched, which could make the life of students more exciting, and this could also provide a platform for students to communicate with others. As for students with irregular living habits at home, encouraging them to abandon these habits is also necessary, since bad habits may also result in bad moods. Apart from offering some platforms for the relief of students by themselves, teachers should pay more attention to students with moderate or severe depression or anxiety. Helping them solve the problems they encounter is also a way to relieve tension and anxiety. Nevertheless, if the symptoms of a student is too severe to be resolved by the teacher, professional diagnosis and treatment should be implemented. In general, students, especially college students, are a special group that should not be ignored during the quarantine period. Not only students in Hubei province, but also students outside Hubei should be given particular attention. The present study is one of the few studies that investigated the mental health conditions of medical college students during the COVID-19 epidemic. The present study implies that universities need to take measures to prevent, identify, and deal with the mental health problems of students during largescale stressors (e.g. the outbreak of an infectious disease and natural disasters). Effective screening procedures would help to identify students who are at high risk of developing mental health problems, and effective interventions could prevent serious consequences. ","The main goal of the present study was to determine whether there were mental health problems in medical students during the COVID-19 outbreak quarantine period.<q>According to these results, it can be concluded that approximately one-third of students who participated in the survey were in a state of mild or moderate depression, one-fifth of these students were in a state of mild or moderate anxiety, and merely one or two were severe.<q>As of the end of January 2020, a nationwide quarantine was carried out, and people who were isolated in their homes were potentially apprehensive about the possibility of infection, and anxious over the high infectivity and uncertain mortality rate of COVID-19.
"
155050,"China has experienced SARS in 2003 and MERS in 2012 of the coronavirus outbreak. 11 As prof. Drazen said, the SARS shows that when confronted by a common enemy, we can forget our differences and work together fruitfully. This was the most important lesson from SARS, let us hope that we can all benefit from it. 12 Recently, the COVID-19 infection occurred and spread in the mainland of China, but the proportion of mild and asymptomatic cases versus severe and fatal cases for COVID-19 infection is currently still unknown that hampers realistic assessment of the virus's epidemic potential and complicates the outbreak response, 5 furthermore, the recent publications on the epidemiological and clinical characteristics mainly came from Wuhan, 6 , 7 , 13 the information about the imported city is exceedingly rare. On the basis of this study, firstly we provided the proportion of severe versus common cases of the COVID-19 infection, which was approximately 1:4, the ratio of severe to mild, non-pneumonia and asymptomatic cases were 18%, 73%, 4% and 5% respectively, the changes and prognosis of those four categories should be future observed in hospitals. 13 asymptomatic cases were the close contacts who were found by medical observation in this study. If not insulated for medical observation, they would not seek health care or visit hospital and cannot be found in the special period, and will spread to the other close contacts. [15] [16] Therefore, to identify and control the non-pneumonia and asymptomatic cases are the important measures to prevent transmission on the COVID-19. The age of patients was from 6 months to 94-year-old, the majority of patients were young adults (77.4%), there was no significant difference between male and female in our study, population was generally susceptible. The patients were mainly residents of Beijing (73.3%), while the other patients mostly came from Wuhan(20.2%). But 89.1% of the residents of Beijing had been travel to Wuhan or contacted with the confirmed case in 14 days especially in the early stage of COVID-19 infection, after Feb. 1, the number of local confirmed cases began to exceed imported cases. In this study, 133 patients from more than 20 families were infected, same as Wuhan, the infection of COVID-19 in Beijing was of clustering onset too. [13] [14] Therefore, person-to-person transmission is the main route of transmission. The most common symptoms of illness onset were fever, cough, fatigue, and headache, severe cases with dyspnea, the results were consistent with the new coronavirus pneumonial diagnosis and treatment program (3rd, in Chinese) published by the National Health Commission of China. 9 The median time of incubation period was 6.7 days. The median time from illness onset to visit hospital and from visit hospital to defined confirmed case were 4.5 and 2.1 days respectively. The fatality of patients infected by COVID-19 in Beijing was 0.9%, significantly lower than the whole national average level, and not resembling that in previous studies. 6 , 13 The rate of discharged of Beijing was significantly higher than the whole national average level. Among the top 10 provinces and cities with accumulative confirmed cases of COVID-19 cases, the ranking of Beijing has fallen faster than other provinces. Therefore, Beijing was successful in preventing and controlling on the COVID-19 infection, it benefits from the correct leadership and experience of SARS in 2003. From the perspective of death of SARS, as of May 11, 2003 , the fatality of the SARS was 5.0%, while the COVID-19 was 2.4% in the whole national, there was no significant with the fatality between SARS and the COVID-19 infection in the early stage, but different in the later, the fatality rate of SARS was up to 10% at last. 17 This study has some limitations. First, only the COVID-19 confirmed cases transferred by EMS in Beijing were included, the first admission to the designated hospitals cases were not enrolled, nor other provinces or cities which dominated by imported. It would be better to cover as wide population as possible, to get more accurate results. Second, the observation time of this study is only 22 days, which is a bit short, and indicators such as discharge rate and fatality need further observation. Last, the official data of 2003 SARS is a month later than the outbreak, its epidemic development curve is not precise. However, this study represents characteristics of early stage of COVID-19 in Beijing, which has certain value for future control and research. In conclusion, the characteristics of patients infected with COVID-19 in Beijing were obviously different from Wuhan with a lower fatality and higher discharge rate, new infected patients has shifted from the imported to local gradually. The next step in preventing and controlling the COVID-19 infection should be focused on the early isolation of patients and quarantine for close contacts in families and communities. ","China has experienced SARS in 2003 and MERS in 2012 of the coronavirus outbreak.<q>11 As prof.<q>[15] [16] Therefore, to identify and control the non-pneumonia and asymptomatic cases are the important measures to prevent transmission on the COVID-19.
"
